bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2019 REPUBLICAN STUDY COMMITTEE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,439.76,439.76,,,,,116,2019Q3,false
,2019 REPUBLICAN STUDY COMMITTEE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3598.9,510,,,,,116,2019Q3,false
,2019 REPUBLICAN STUDY COMMITTEE,ECMO TRANSPORTATION,TRAVEL,462.15,49.3,,,,,116,2019Q3,false
,2019 OTHER ADMINISTRATION,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16497.77,6915.12,,,,,116,2019Q3,false
,2019 OTHER ADMINISTRATION,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,77027.48,26130.9,,,,,116,2019Q3,false
,2019 OTHER ADMINISTRATION,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,869.07,93.06,,,,,116,2019Q3,false
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,PERSONNEL COMPENSATION,18850514.24,5706391.57,,,,,116,2019Q3,false
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,TRAVEL,38304.28,-167.29,,,,,116,2019Q3,false
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,RENT COMMUNICATION UTILITIES,233558.3,62586.27,,,,,116,2019Q3,false
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,PRINTING AND REPRODUCTION,14452.71,8336.71,,,,,116,2019Q3,false
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,OTHER SERVICES,1020985.59,215047.14,,,,,116,2019Q3,false
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,SUPPLIES AND MATERIALS,98496.1,18188.78,,,,,116,2019Q3,false
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,EQUIPMENT,80583.82,6275.14,,,,,116,2019Q3,false
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2878161.55,946593.11,,,,,116,2019Q3,false
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,TRAVEL,1153.47,1153.47,,,,,116,2019Q3,false
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,22632.82,8785.25,,,,,116,2019Q3,false
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3283.3,89.85,,,,,116,2019Q3,false
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,OTHER SERVICES,27926.47,9135,,,,,116,2019Q3,false
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,54232.52,33985.05,,,,,116,2019Q3,false
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,EQUIPMENT,20471.09,11187.48,,,,,116,2019Q3,false
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3387911.88,1166419.44,,,,,116,2019Q3,false
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,TRAVEL,39812.92,20855.76,,,,,116,2019Q3,false
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,37304.55,15200.24,,,,,116,2019Q3,false
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4715.55,142.85,,,,,116,2019Q3,false
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,OTHER SERVICES,27366.46,21035.56,,,,,116,2019Q3,false
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,38590.24,16152.28,,,,,116,2019Q3,false
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,EQUIPMENT,19947.5,10416.85,,,,,116,2019Q3,false
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5589175.55,1958849.43,,,,,116,2019Q3,false
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,45832.5,21652,,,,,116,2019Q3,false
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,24,0,,,,,116,2019Q3,false
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,OTHER SERVICES,5280,1855,,,,,116,2019Q3,false
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,11097.78,3387.63,,,,,116,2019Q3,false
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,EQUIPMENT,9789.1,3161.7,,,,,116,2019Q3,false
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,4931292.23,1770776.42,,,,,116,2019Q3,false
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,TRAVEL,6382.12,4561.9,,,,,116,2019Q3,false
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,50452.66,18531.06,,,,,116,2019Q3,false
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3847.76,1453.23,,,,,116,2019Q3,false
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,OTHER SERVICES,10319.9,3855,,,,,116,2019Q3,false
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,72876.59,20334.46,,,,,116,2019Q3,false
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,EQUIPMENT,122191.23,59324.23,,,,,116,2019Q3,false
,2019 COMM ON EDUCATION & LABOR,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,4599621.85,1671796.56,,,,,116,2019Q3,false
,2019 COMM ON EDUCATION & LABOR,GENERAL EXPENDITURES,TRAVEL,3092.54,668.53,,,,,116,2019Q3,false
,2019 COMM ON EDUCATION & LABOR,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,47636.77,20658.9,,,,,116,2019Q3,false
,2019 COMM ON EDUCATION & LABOR,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3232.35,713.3,,,,,116,2019Q3,false
,2019 COMM ON EDUCATION & LABOR,GENERAL EXPENDITURES,OTHER SERVICES,56645,25546,,,,,116,2019Q3,false
,2019 COMM ON EDUCATION & LABOR,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,20504.24,9178.59,,,,,116,2019Q3,false
,2019 COMM ON EDUCATION & LABOR,GENERAL EXPENDITURES,EQUIPMENT,23567.96,8472,,,,,116,2019Q3,false
,2019 COMMITTEE ON ENERGY & COMMERCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,6303721.22,2390378.82,,,,,116,2019Q3,false
,2019 COMMITTEE ON ENERGY & COMMERCE,GENERAL EXPENDITURES,TRAVEL,4797.74,4662.12,,,,,116,2019Q3,false
,2019 COMMITTEE ON ENERGY & COMMERCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,50985.18,22714.01,,,,,116,2019Q3,false
,2019 COMMITTEE ON ENERGY & COMMERCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3985.25,1522.66,,,,,116,2019Q3,false
,2019 COMMITTEE ON ENERGY & COMMERCE,GENERAL EXPENDITURES,OTHER SERVICES,12464.49,1896.77,,,,,116,2019Q3,false
,2019 COMMITTEE ON ENERGY & COMMERCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,49062.3,18182.23,,,,,116,2019Q3,false
,2019 COMMITTEE ON ENERGY & COMMERCE,GENERAL EXPENDITURES,EQUIPMENT,54544.13,11689.4,,,,,116,2019Q3,false
,2019 COMM ON OVERSIGHT & REFORM,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5483407.07,1952204.62,,,,,116,2019Q3,false
,2019 COMM ON OVERSIGHT & REFORM,GENERAL EXPENDITURES,TRAVEL,55937.82,52018.58,,,,,116,2019Q3,false
,2019 COMM ON OVERSIGHT & REFORM,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,73222.04,32129.12,,,,,116,2019Q3,false
,2019 COMM ON OVERSIGHT & REFORM,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2826.95,319.3,,,,,116,2019Q3,false
,2019 COMM ON OVERSIGHT & REFORM,GENERAL EXPENDITURES,OTHER SERVICES,12325,4275,,,,,116,2019Q3,false
,2019 COMM ON OVERSIGHT & REFORM,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,65606.06,33548.09,,,,,116,2019Q3,false
,2019 COMM ON OVERSIGHT & REFORM,GENERAL EXPENDITURES,EQUIPMENT,66015.17,30919.67,,,,,116,2019Q3,false
,2019 HOUSE ADMINISTRATION,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2898955.7,1046953.57,,,,,116,2019Q3,false
,2019 HOUSE ADMINISTRATION,GENERAL EXPENDITURES,TRAVEL,142074.82,53210.21,,,,,116,2019Q3,false
,2019 HOUSE ADMINISTRATION,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,32042.76,14158.28,,,,,116,2019Q3,false
,2019 HOUSE ADMINISTRATION,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,17416.89,5745.13,,,,,116,2019Q3,false
,2019 HOUSE ADMINISTRATION,GENERAL EXPENDITURES,OTHER SERVICES,30568.77,8205.98,,,,,116,2019Q3,false
,2019 HOUSE ADMINISTRATION,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,29855.89,6796.85,,,,,116,2019Q3,false
,2019 HOUSE ADMINISTRATION,GENERAL EXPENDITURES,EQUIPMENT,9691.71,3729,,,,,116,2019Q3,false
,2019 COMMITTEE ON NATURAL RESOURCES,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,4372521.93,1507687.95,,,,,116,2019Q3,false
,2019 COMMITTEE ON NATURAL RESOURCES,GENERAL EXPENDITURES,TRAVEL,36785.36,16591.54,,,,,116,2019Q3,false
,2019 COMMITTEE ON NATURAL RESOURCES,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,42288.56,18790.14,,,,,116,2019Q3,false
,2019 COMMITTEE ON NATURAL RESOURCES,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2628.64,443.6,,,,,116,2019Q3,false
,2019 COMMITTEE ON NATURAL RESOURCES,GENERAL EXPENDITURES,OTHER SERVICES,8955,3600,,,,,116,2019Q3,false
,2019 COMMITTEE ON NATURAL RESOURCES,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,29040.57,6417.35,,,,,116,2019Q3,false
,2019 COMMITTEE ON NATURAL RESOURCES,GENERAL EXPENDITURES,EQUIPMENT,34305.62,3542.8,,,,,116,2019Q3,false
,2019 COMMITTEE ON FOREIGN AFFAIRS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5282673.56,2053706.02,,,,,116,2019Q3,false
,2019 COMMITTEE ON FOREIGN AFFAIRS,GENERAL EXPENDITURES,TRAVEL,9864.68,6773.54,,,,,116,2019Q3,false
,2019 COMMITTEE ON FOREIGN AFFAIRS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,77613.04,41376.23,,,,,116,2019Q3,false
,2019 COMMITTEE ON FOREIGN AFFAIRS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4178.76,904.36,,,,,116,2019Q3,false
,2019 COMMITTEE ON FOREIGN AFFAIRS,GENERAL EXPENDITURES,OTHER SERVICES,7789.59,157.69,,,,,116,2019Q3,false
,2019 COMMITTEE ON FOREIGN AFFAIRS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,38021.87,12789.28,,,,,116,2019Q3,false
,2019 COMMITTEE ON FOREIGN AFFAIRS,GENERAL EXPENDITURES,EQUIPMENT,60449.1,25347.81,,,,,116,2019Q3,false
,2019 COMMITTEE ON JUDICIARY,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5039397.53,1802392.37,,,,,116,2019Q3,false
,2019 COMMITTEE ON JUDICIARY,GENERAL EXPENDITURES,TRAVEL,63336.25,19773.34,,,,,116,2019Q3,false
,2019 COMMITTEE ON JUDICIARY,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,45974.05,23231.41,,,,,116,2019Q3,false
,2019 COMMITTEE ON JUDICIARY,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4045.09,1396.79,,,,,116,2019Q3,false
,2019 COMMITTEE ON JUDICIARY,GENERAL EXPENDITURES,OTHER SERVICES,123964.87,43453.63,,,,,116,2019Q3,false
,2019 COMMITTEE ON JUDICIARY,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,76425.24,31662.14,,,,,116,2019Q3,false
,2019 COMMITTEE ON JUDICIARY,GENERAL EXPENDITURES,EQUIPMENT,72459.5,20704.5,,,,,116,2019Q3,false
,2019 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5442426.82,2014837.84,,,,,116,2019Q3,false
,2019 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,TRAVEL,49503.4,36409.41,,,,,116,2019Q3,false
,2019 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,61213.74,23814.65,,,,,116,2019Q3,false
,2019 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4549.4,1556.55,,,,,116,2019Q3,false
,2019 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,OTHER SERVICES,11380,3705,,,,,116,2019Q3,false
,2019 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,74414.9,13830.63,,,,,116,2019Q3,false
,2019 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,EQUIPMENT,42559.85,17238.06,,,,,116,2019Q3,false
,2019 COMMITTEE ON RULES,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1963885.98,686191.61,,,,,116,2019Q3,false
,2019 COMMITTEE ON RULES,GENERAL EXPENDITURES,TRAVEL,2012.89,1944.5,,,,,116,2019Q3,false
,2019 COMMITTEE ON RULES,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,21981.25,9064.39,,,,,116,2019Q3,false
,2019 COMMITTEE ON RULES,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,5555.15,536.7,,,,,116,2019Q3,false
,2019 COMMITTEE ON RULES,GENERAL EXPENDITURES,OTHER SERVICES,159704.19,76299.63,,,,,116,2019Q3,false
,2019 COMMITTEE ON RULES,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,20266.34,7161.94,,,,,116,2019Q3,false
,2019 COMMITTEE ON RULES,GENERAL EXPENDITURES,EQUIPMENT,6779.76,1620,,,,,116,2019Q3,false
,2019 COMM ON SCIENCE SPACE & TECH,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2554557.95,874265.94,,,,,116,2019Q3,false
,2019 COMM ON SCIENCE SPACE & TECH,GENERAL EXPENDITURES,TRAVEL,30731.56,14256.31,,,,,116,2019Q3,false
,2019 COMM ON SCIENCE SPACE & TECH,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,34409.11,11155.89,,,,,116,2019Q3,false
,2019 COMM ON SCIENCE SPACE & TECH,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3432.52,936.08,,,,,116,2019Q3,false
,2019 COMM ON SCIENCE SPACE & TECH,GENERAL EXPENDITURES,OTHER SERVICES,20378,7500,,,,,116,2019Q3,false
,2019 COMM ON SCIENCE SPACE & TECH,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,40183.74,17815.35,,,,,116,2019Q3,false
,2019 COMM ON SCIENCE SPACE & TECH,GENERAL EXPENDITURES,EQUIPMENT,14745.63,3027.35,,,,,116,2019Q3,false
,2019 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1697586.53,630292.53,,,,,116,2019Q3,false
,2019 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,TRAVEL,10381.27,7155.81,,,,,116,2019Q3,false
,2019 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,18914.08,9880.35,,,,,116,2019Q3,false
,2019 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4870.54,3940.59,,,,,116,2019Q3,false
,2019 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,OTHER SERVICES,45584,10923,,,,,116,2019Q3,false
,2019 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,86768.77,76099.5,,,,,116,2019Q3,false
,2019 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,EQUIPMENT,45040.3,39371.82,,,,,116,2019Q3,false
,2019 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2024296.96,640758.19,,,,,116,2019Q3,false
,2019 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,TRAVEL,1016.71,15.8,,,,,116,2019Q3,false
,2019 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,25351.64,9707.74,,,,,116,2019Q3,false
,2019 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1379.71,33.71,,,,,116,2019Q3,false
,2019 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,OTHER SERVICES,4410,240,,,,,116,2019Q3,false
,2019 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,9456.11,4571.15,,,,,116,2019Q3,false
,2019 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,EQUIPMENT,22094.68,17419.45,,,,,116,2019Q3,false
,2019 VETERANS' AFFAIRS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2605084,972969.47,,,,,116,2019Q3,false
,2019 VETERANS' AFFAIRS,GENERAL EXPENDITURES,TRAVEL,81900.66,42808.42,,,,,116,2019Q3,false
,2019 VETERANS' AFFAIRS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,39644.35,13450.85,,,,,116,2019Q3,false
,2019 VETERANS' AFFAIRS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1833.35,345.35,,,,,116,2019Q3,false
,2019 VETERANS' AFFAIRS,GENERAL EXPENDITURES,OTHER SERVICES,85930,29035,,,,,116,2019Q3,false
,2019 VETERANS' AFFAIRS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,70000.06,30849.32,,,,,116,2019Q3,false
,2019 VETERANS' AFFAIRS,GENERAL EXPENDITURES,EQUIPMENT,22351.06,2546.24,,,,,116,2019Q3,false
,2019 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,6047573.12,2104795.37,,,,,116,2019Q3,false
,2019 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,TRAVEL,2135.42,1030.82,,,,,116,2019Q3,false
,2019 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,104354.85,42324.1,,,,,116,2019Q3,false
,2019 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,7434.62,4168.33,,,,,116,2019Q3,false
,2019 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,OTHER SERVICES,56177,18807,,,,,116,2019Q3,false
,2019 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,78119.52,19109.19,,,,,116,2019Q3,false
,2019 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,EQUIPMENT,186585.66,62468.53,,,,,116,2019Q3,false
,2019 INTELLIGENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3785756.88,1355790.81,,,,,116,2019Q3,false
,2019 INTELLIGENCE,GENERAL EXPENDITURES,TRAVEL,18482.78,6292.65,,,,,116,2019Q3,false
,2019 INTELLIGENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,41857.09,16221.91,,,,,116,2019Q3,false
,2019 INTELLIGENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,838.6,119.8,,,,,116,2019Q3,false
,2019 INTELLIGENCE,GENERAL EXPENDITURES,OTHER SERVICES,73666,23714,,,,,116,2019Q3,false
,2019 INTELLIGENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,29316.83,6083.57,,,,,116,2019Q3,false
,2019 INTELLIGENCE,GENERAL EXPENDITURES,EQUIPMENT,72600.11,1992,,,,,116,2019Q3,false
,2019 SELECT COMM - MODERNIZATION,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,198507.95,101800,,,,,116,2019Q3,false
,2019 SELECT COMM - MODERNIZATION,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,3604.65,1448.29,,,,,116,2019Q3,false
,2019 SELECT COMM - MODERNIZATION,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,89.85,89.85,,,,,116,2019Q3,false
,2019 SELECT COMM - MODERNIZATION,GENERAL EXPENDITURES,OTHER SERVICES,2830,2830,,,,,116,2019Q3,false
,2019 SELECT COMM - MODERNIZATION,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,4470.02,2728.68,,,,,116,2019Q3,false
,2019 SELECT COMM - MODERNIZATION,GENERAL EXPENDITURES,EQUIPMENT,13708.2,207.15,,,,,116,2019Q3,false
,2019 HOMELAND SECURITY,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,4240301.64,1539700.66,,,,,116,2019Q3,false
,2019 HOMELAND SECURITY,GENERAL EXPENDITURES,TRAVEL,84888.47,56875.42,,,,,116,2019Q3,false
,2019 HOMELAND SECURITY,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,53023.56,21505.76,,,,,116,2019Q3,false
,2019 HOMELAND SECURITY,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3463.1,158,,,,,116,2019Q3,false
,2019 HOMELAND SECURITY,GENERAL EXPENDITURES,OTHER SERVICES,178999.33,59127.33,,,,,116,2019Q3,false
,2019 HOMELAND SECURITY,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,19950.03,7143.84,,,,,116,2019Q3,false
,2019 HOMELAND SECURITY,GENERAL EXPENDITURES,EQUIPMENT,14490,4830,,,,,116,2019Q3,false
,2019 SELECT COMM - CLIMATE CRISIS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,613942.17,364406.05,,,,,116,2019Q3,false
,2019 SELECT COMM - CLIMATE CRISIS,GENERAL EXPENDITURES,TRAVEL,17828.66,16459.03,,,,,116,2019Q3,false
,2019 SELECT COMM - CLIMATE CRISIS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,13993.94,4733.64,,,,,116,2019Q3,false
,2019 SELECT COMM - CLIMATE CRISIS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,789.1,269.55,,,,,116,2019Q3,false
,2019 SELECT COMM - CLIMATE CRISIS,GENERAL EXPENDITURES,OTHER SERVICES,14.29,14.29,,,,,116,2019Q3,false
,2019 SELECT COMM - CLIMATE CRISIS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,27113.64,5972.6,,,,,116,2019Q3,false
,2019 SELECT COMM - CLIMATE CRISIS,GENERAL EXPENDITURES,EQUIPMENT,41403.73,8264.35,,,,,116,2019Q3,false
,FISCAL YEAR 2019 GOVERNMENT CONTRIBUTIONS,GOVERNMENT CONTRIBUTIONS,PERSONNEL COMPENSATION,8633.9,8633.9,,,,,116,2019Q3,false
,FISCAL YEAR 2019 GOVERNMENT CONTRIBUTIONS,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,237514169.7,64583940.62,,,,,116,2019Q3,false
,FISCAL YEAR 2019 GOVERNMENT CONTRIBUTIONS,GOVERNMENT CONTRIBUTIONS,TRANSPORTATION OF THINGS,-1430.01,-8995.36,,,,,116,2019Q3,false
,FISCAL YEAR 2019 GOVERNMENT CONTRIBUTIONS,GOVERNMENT CONTRIBUTIONS,OTHER SERVICES,244370,32796,,,,,116,2019Q3,false
,FISCAL YEAR 2019 STATIONERY,NON - PERSONNEL,TRANSPORTATION OF THINGS,372.71,0,,,,,116,2019Q3,false
,FISCAL YEAR 2019 STATIONERY,NON - PERSONNEL,RENT COMMUNICATION UTILITIES,7979.95,1938.55,,,,,116,2019Q3,false
,FISCAL YEAR 2019 STATIONERY,NON - PERSONNEL,PRINTING AND REPRODUCTION,89.9,0,,,,,116,2019Q3,false
,FISCAL YEAR 2019 STATIONERY,NON - PERSONNEL,OTHER SERVICES,243894.15,44496,,,,,116,2019Q3,false
,FISCAL YEAR 2019 STATIONERY,NON - PERSONNEL,SUPPLIES AND MATERIALS,3396450.67,666947.71,,,,,116,2019Q3,false
,FISCAL YEAR 2019 STATIONERY,NON - PERSONNEL,EQUIPMENT,19495.91,7148.65,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXP OF EQUIP,NET EXPENSE OF EQUIPMENT,RENT COMMUNICATION UTILITIES,-98403.34,-110712.99,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXP OF EQUIP,NET EXPENSE OF EQUIPMENT,SUPPLIES AND MATERIALS,19166.38,-2480.09,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXP OF EQUIP,NET EXPENSE OF EQUIPMENT,EQUIPMENT,3534707.22,706317.71,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXPENSES TELECOMMUNICATION,TELEPHONES,RENT COMMUNICATION UTILITIES,802245.4,131893.42,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXPENSES TELECOMMUNICATION,TELEPHONES,SUPPLIES AND MATERIALS,467.22,467.22,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXPENSES TELECOMMUNICATION,CELLULAR,RENT COMMUNICATION UTILITIES,6496118.97,1404456.42,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXPENSES TELECOMMUNICATION,PBX SWITCH MAINTENANCE,RENT COMMUNICATION UTILITIES,14112.47,0,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXPENSES TELECOMMUNICATION,DC LONG DISTANCE,RENT COMMUNICATION UTILITIES,184071.46,41470.32,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXPENSES TELECOMMUNICATION,DC LOCAL SERVICE,RENT COMMUNICATION UTILITIES,1895278.13,315689.22,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXPENSES TELECOMMUNICATION,DC LOCAL SERVICE,OTHER SERVICES,89183.5,16220.5,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXPENSES TELECOMMUNICATION,DC LOCAL SERVICE,SUPPLIES AND MATERIALS,809884.69,69427,,,,,116,2019Q3,false
,FISCAL YEAR 2019 NET EXPENSES TELECOMMUNICATION,DC LOCAL SERVICE,EQUIPMENT,80727.36,0,,,,,116,2019Q3,false
